	title	page_length	last_touched	lastrevid
1102	Beta-defensin 2	11431	2022-03-11T23:04:22Z	1010402320
1103	Desmin	24223	2022-03-11T22:41:22Z	1057635187
1104	DFFA	11358	2022-03-13T19:43:36Z	1040770097
1105	Caspase-activated DNase	25967	2022-03-13T19:59:47Z	1044295044
1106	TIMM8A	16600	2022-03-11T23:04:57Z	1065256340
1107	DFNA5	6940	2022-03-11T23:05:00Z	994405842
1108	Cochlin	11369	2022-03-11T23:04:57Z	1040595385
1109	DGUOK	8513	2022-03-11T23:04:59Z	1049006423
1110	7-Dehydrocholesterol reductase	11545	2022-03-13T19:32:45Z	1039347693
1111	24-Dehydrocholesterol reductase	12255	2022-03-14T05:00:12Z	1077020707
1112	Dihydrofolate reductase	42069	2022-03-13T19:19:12Z	1053697507
1113	DHPS	9621	2022-03-11T23:04:59Z	1040771204
1114	Deoxyhypusine synthase	4938	2022-03-13T20:13:50Z	1040845113
1115	CYB5R3	16358	2022-03-11T23:04:10Z	1054517404
1116	NAD(P)H dehydrogenase (quinone 1)	28614	2022-03-11T23:04:28Z	1065532404
1117	DIAPH1	11244	2022-03-11T23:04:58Z	1041355652
1118	MDia1	15899	2022-03-13T19:59:55Z	1050894686
1119	DIAPH2	5666	2022-03-11T23:05:01Z	1032017772
1120	SEPTIN1	3684	2022-03-11T23:05:33Z	1039751500
1121	DIO2	10524	2022-03-11T23:06:32Z	1040772688
1122	Thyroxine 5-deiodinase	10589	2022-03-20T16:25:59Z	1023391597
1123	Dyskerin	8600	2022-03-11T23:04:56Z	1019353382
1124	Dihydrolipoyl transacetylase	21420	2022-03-13T19:30:51Z	1075779622
1125	Dihydrolipoamide dehydrogenase	21275	2022-03-20T21:50:17Z	1075779440
1126	DLG1	15308	2022-03-11T23:04:08Z	1058496345
1127	DLG2	13846	2022-03-11T23:04:13Z	1040773590
1128	DLG3	16412	2022-03-11T23:04:12Z	1040773693
1129	DLG4	27470	2022-03-11T23:04:04Z	1040774090
1130	DLST	7808	2022-03-11T23:04:58Z	1040774834
1131	DLX1	4471	2022-03-11T23:05:33Z	1040774897
1132	DLX2	5452	2022-03-11T23:05:20Z	1040774979
1133	DLX3	10926	2022-03-11T23:04:59Z	1066526430
1134	DLX4	9896	2022-03-11T23:04:59Z	1040775150
1135	DLX5	8733	2022-03-11T23:04:58Z	1040775252
1136	DLX6	4117	2022-03-11T23:05:33Z	1040775373
1137	DMBT1	12917	2022-03-11T23:04:10Z	1057206814
1138	Dystrophin	21191	2022-03-19T12:15:34Z	1078019133
1139	SARDH	3095	2022-03-11T23:05:33Z	1044792610
1140	DMP1	8696	2022-03-11T23:04:57Z	1040776302
1141	DNM1	11709	2022-03-11T23:04:44Z	1040792202
1142	Myotonin-protein kinase	19162	2022-03-11T23:04:21Z	1067080673
1143	DMRT1	11750	2022-03-11T23:05:06Z	1040776549
1144	DMWD (gene)	4565	2022-03-11T23:05:06Z	1040776654
1145	DNA2L	3703	2022-03-11T23:07:37Z	1040779340
1146	DNAH5	6459	2022-03-11T23:05:20Z	992500324
1147	DNAH9	6267	2022-03-11T23:05:20Z	1040779539
1148	Deoxyribonuclease I	11015	2022-03-11T22:52:21Z	1040845270
1149	DNASE1L1	7155	2022-03-11T23:05:06Z	1040781190
1150	DNASE1L2	10703	2022-03-11T23:07:37Z	1040781304
1151	DNASE1L3	6500	2022-03-11T23:05:05Z	994828519
1152	Deoxyribonuclease ii, lysosomal	1215	2022-03-11T23:48:29Z	996029774
1153	DYNC1H1	9248	2022-03-11T23:04:57Z	1040797423
1154	DYNC1I1	6157	2022-03-11T23:05:06Z	1040797491
1155	DYNC1I2	8144	2022-03-11T23:05:00Z	1040797510
1156	DYNC1LI2	3427	2022-03-11T23:05:33Z	1040797579
1157	DNM2	10358	2022-03-11T23:04:12Z	1040792487
1158	DNMT1	19512	2022-03-11T22:57:59Z	1073455398
1159	TRDMT1	5889	2022-03-11T23:05:06Z	1045672642
1160	DNA (cytosine-5)-methyltransferase 3A	25700	2022-03-11T23:04:12Z	1073450885
1161	DNMT3B	12385	2022-03-11T23:01:21Z	1040792794
1162	Terminal deoxynucleotidyl transferase	29975	2022-03-11T22:47:25Z	1049128111
1163	Dock180	19888	2022-03-11T23:04:56Z	1032230998
1164	Dock2	13333	2022-03-11T23:05:01Z	1032329047
1165	Dock3	8617	2022-03-11T23:07:37Z	997180300
1166	DOK1	11894	2022-03-11T23:04:10Z	1040793103
1167	DOM3Z	3835	2022-03-11T23:05:32Z	1040793332
1168	DPAGT1	6971	2022-03-11T23:05:01Z	1040793465
1169	Dipeptidase 1	13493	2022-03-11T23:05:01Z	1031506987
1170	DPH1	4887	2022-03-11T23:05:32Z	1040793707
1171	Dipeptidyl peptidase-4	11575	2022-03-19T20:55:01Z	1075954295
1172	DPP6	6704	2022-03-11T23:05:01Z	1040794094
1173	Dermatopontin	14467	2022-03-11T23:07:37Z	1032238334
1174	DPYD	70	2022-01-16T13:26:13Z	942597259
1175	DPYS	4178	2022-03-11T23:07:37Z	1040794344
1176	DPYSL2	8007	2022-03-11T23:04:56Z	1040794456
1177	DPYSL3	5289	2022-03-11T23:05:06Z	1040794515
1178	DR1 (gene)	7299	2022-03-11T23:05:00Z	1032318443
1179	Chloride anion exchanger	9078	2022-03-15T12:38:42Z	1040498935
1180	Dopamine receptor D1	26940	2022-03-11T23:04:09Z	1050868731
1181	Dopamine receptor D2	35708	2022-03-11T23:04:01Z	1051586263
1182	Dopamine receptor D3	23196	2022-03-11T23:04:29Z	1040907145
1183	ETM1	639	2022-03-13T19:39:44Z	1053938494
1184	Dopamine receptor D4	36709	2022-03-11T22:44:24Z	1070378542
1185	Dopamine receptor D5	37117	2022-03-11T23:04:28Z	1040907586
1186	DRG2	5972	2022-03-11T23:05:20Z	1040794989
1187	ARID3A	7133	2022-03-11T23:05:06Z	991786494
1188	Atrophin 1	15799	2022-03-11T23:03:42Z	1039701824
1189	DSC1	7315	2022-03-11T23:04:58Z	1040795205
1190	DSC2	24805	2022-03-11T23:04:57Z	1040795408
1191	DSC3	11635	2022-03-11T23:04:59Z	993332449
1192	DSCAM	33314	2022-03-13T19:25:34Z	1075838965
1193	DSCR1	17782	2022-03-11T23:04:57Z	1069883019
1194	Desmoglein-1	12972	2022-03-11T22:52:19Z	1058904323
1195	Desmoglein-2	20129	2022-03-11T22:52:24Z	1032259904
1196	Desmoglein-3	11411	2022-03-11T22:52:19Z	1040850854
1197	TSC22D3	9494	2022-03-11T23:05:00Z	994265773
1198	Desmoplakin	26817	2022-03-11T22:54:57Z	1040851298
1199	Dentin sialophosphoprotein (gene)	57	2022-03-14T04:55:19Z	805271002
1200	Dentin sialophosphoprotein (protein)	57	2022-03-14T04:55:19Z	805268490
1201	Sulfate transporter	23119	2022-03-15T12:38:42Z	1054123583
1202	Dystrobrevin alpha	9207	2022-03-11T23:06:35Z	1058576221
1203	Dystrobrevin beta	7000	2022-03-11T23:14:04Z	1058576480
1204	Heparin-binding EGF-like growth factor	20444	2022-03-11T23:00:53Z	1041726058
1205	DTX1	5278	2022-03-11T23:05:17Z	1032197770
1206	DTYMK	3889	2022-03-11T23:05:32Z	1040795948
1207	Extracellular matrix protein 2	3470	2022-03-11T23:05:33Z	1041128584
1208	DUSP1	9829	2022-03-11T23:04:10Z	1040796060
1209	DUSP2	6024	2022-03-11T23:05:17Z	1040796358
1210	DUSP3	14222	2022-03-11T23:05:01Z	1040796616
1211	DUSP4	6796	2022-03-11T23:05:06Z	1033366543
1212	DUSP5	8487	2022-03-11T23:05:32Z	1033366577
1213	DUSP6	9579	2022-03-11T23:04:57Z	1033366627
1214	DUSP7	7880	2022-03-11T23:05:20Z	1040796672
1215	Dual specificity phosphatase 8	1954	2022-03-11T23:52:35Z	995895034
1216	DUT (gene)	16829	2022-03-16T10:30:50Z	1040796824
1217	DVL1	10549	2022-03-11T23:04:56Z	1047686061
1218	DVL2	9380	2022-03-11T23:05:00Z	1040797269
1219	DVL3	7499	2022-03-11T23:05:06Z	1040797300
1220	DYRK1A	12105	2022-03-11T23:04:56Z	1052072078
1221	Torsin A	6988	2022-03-11T23:04:47Z	994291116
1222	E2F1	15654	2022-03-11T23:03:59Z	1040929145
1223	E2F2	9940	2022-03-11T23:04:12Z	1065245792
1224	E2F3	9461	2022-03-11T23:04:12Z	1065732890
1225	E2F4	9526	2022-03-11T23:04:09Z	1065476749
1226	E2F5	9770	2022-03-11T23:04:59Z	1040929630
1227	E4F1	9377	2022-03-11T23:05:05Z	1040930056
1228	EBF1	9815	2022-03-11T23:04:59Z	1040930548
1229	GPR183	10999	2022-03-12T00:19:58Z	1076605314
1230	Endothelin converting enzyme 1	8571	2022-03-11T23:04:56Z	1041032780
1231	TYMP (gene)	9204	2022-03-11T23:04:22Z	1045297937
1232	ECH1	4251	2022-03-11T23:07:37Z	1040930839
1233	ECHS1	10625	2022-03-11T23:05:06Z	1040930950
1234	Extracellular matrix protein 1	6925	2022-03-11T23:05:06Z	1041128533
1235	ECT2	8479	2022-03-11T23:04:57Z	1040931274
1236	Ectodysplasin A	10120	2022-03-11T23:04:56Z	1058909256
1237	S1PR1	16676	2022-03-11T23:04:11Z	1032621093
1238	LPAR1	9672	2022-03-11T23:04:28Z	1042917201
1239	S1PR3	6831	2022-03-11T23:04:28Z	1032221852
1240	Endothelin 1	4005	2022-03-11T23:04:02Z	1073189452
1241	Endothelin 2	20499	2022-03-11T23:24:47Z	1073190053
1242	Endothelin 3	7821	2022-03-11T23:04:56Z	1073189720
1243	Endothelin A receptor	10014	2022-03-11T23:04:28Z	1073189572
1244	Endothelin B receptor	15435	2022-03-11T23:04:28Z	1073189568
1245	PHC1	7699	2022-03-11T23:05:00Z	1021819011
1246	PHC2	6802	2022-03-11T23:05:06Z	1043928387
1247	Eukaryotic translation elongation factor 1 alpha 1	22597	2022-03-20T10:15:49Z	1078193576
1248	EEF1A2	7629	2022-03-11T23:04:57Z	1075112244
1249	EEF1B2	9848	2022-03-11T23:04:57Z	1040931754
1250	EEF1D	10937	2022-03-11T23:04:12Z	1000732146
1251	EEF1G	9728	2022-03-11T23:04:57Z	1040931879
1252	EEF2	8994	2022-03-11T23:04:57Z	1040931985
1253	LGTN	5233	2022-03-11T23:05:20Z	1042912246
1254	Ephrin A1	12480	2022-03-11T23:04:56Z	1032220230
1255	Ephrin A2	6125	2022-03-11T23:04:59Z	1032262852
1256	Ephrin A3	6466	2022-03-11T23:04:59Z	1041048729
1257	Ephrin A4	5325	2022-03-11T23:04:58Z	1032331323
1258	Ephrin A5	10566	2022-03-11T23:28:53Z	1032230305
1259	Ephrin B1	8780	2022-03-11T23:04:10Z	1041048790
1260	Ephrin B2	10889	2022-03-11T23:04:09Z	1041048835
1261	Ephrin B3	8281	2022-03-11T23:04:59Z	1041048885
1262	Epidermal growth factor	16508	2022-03-11T22:41:01Z	1066612379
1263	CELSR3	4139	2022-03-11T23:04:28Z	1040121222
1264	CELSR2	3610	2022-03-11T23:04:28Z	1040121187
1265	MEGF6	386	2022-03-11T23:56:43Z	1003700820
1266	Multiple Epidermal Growth Factor-like Domains 8	35150	2022-03-11T23:38:29Z	1047556455
1267	Epidermal growth factor receptor	59879	2022-03-12T13:33:52Z	1071439675
1268	EGR1	12195	2022-03-11T22:41:16Z	1064472230
1269	EGR2	18879	2022-03-19T23:18:46Z	1075474953
1270	EGR3	6372	2022-03-11T23:05:17Z	1040934287
1271	EGR4	3985	2022-03-11T23:26:54Z	1040934361
1272	EHHADH	834	2022-03-13T20:02:55Z	848994925
1273	EIF1AX	7977	2022-03-11T23:05:05Z	1050502377
1274	EIF2S1	12716	2022-03-11T23:04:53Z	1040936377
1275	EIF2B1	8146	2022-03-11T23:04:57Z	992546991
1276	EIF2S3	7486	2022-03-11T23:04:59Z	1040936544
1277	EPH receptor A2	11107	2022-03-11T23:04:50Z	1040944030
1278	EIF4A1	24319	2022-03-11T23:04:59Z	1001981881
1279	EIF4A2	5306	2022-03-11T23:05:32Z	1040937358
1280	EIF4B	7920	2022-03-11T23:04:59Z	1040937555
1281	EIF4E	25013	2022-03-11T23:04:12Z	1040937788
1282	EIF4EBP1	19740	2022-03-11T23:04:09Z	1040938018
1283	EIF4EBP2	5356	2022-03-11T23:05:20Z	1069854878
1284	Eukaryotic translation initiation factor 4 gamma 1	13033	2022-03-11T23:04:22Z	992668057
1285	EIF4G2	9102	2022-03-11T23:04:12Z	1040938202
1286	EIF5	7228	2022-03-11T23:05:00Z	1040938404
1287	EIF5A	10990	2022-03-11T23:04:10Z	1063594673
1288	CELA1	4664	2022-03-11T23:21:38Z	1024775581
1289	Neutrophil elastase	9423	2022-03-11T22:54:29Z	1059570214
1290	SERPINB1	9293	2022-03-11T23:05:00Z	1044802815
1291	ELAV-like protein 2	3645	2022-03-11T23:05:33Z	1040939119
1292	ELAV-like protein 1	9181	2022-03-11T23:04:47Z	1040939057
1293	ELAV-like protein 3	3803	2022-03-11T23:07:37Z	1040939150
1294	HuD (protein)	9411	2022-03-11T23:04:57Z	1041808847
1295	ELF1	5311	2022-03-14T19:01:27Z	1077146058
1296	ELF2	3817	2022-03-11T23:05:33Z	1040939226
1297	E74 like ets transcription factor 3	3624	2022-03-11T23:56:19Z	1040930103
1298	ELF4	4506	2022-03-11T23:05:17Z	991856876
1299	ELF5	6121	2022-03-11T23:05:06Z	1076085147
1300	ELK1	18569	2022-03-11T23:04:08Z	1040939660
1301	ELK3	6752	2022-03-11T23:05:05Z	1040939733
1302	ELK4	8520	2022-03-11T23:05:00Z	1032121537
1303	Elastin	22552	2022-03-14T02:39:37Z	1068859432
1304	EML1	4517	2022-03-11T23:05:32Z	1040940686
1305	Emerin	19861	2022-03-11T22:55:47Z	1053697723
1306	MARK2	9011	2022-03-11T23:04:57Z	1043212279
1307	EMP1	4330	2022-03-11T23:05:17Z	1040940873
1308	EMP2	5903	2022-03-11T23:05:20Z	1040940931
1309	EMP3	10129	2022-03-11T23:05:06Z	1052022199
1310	EMR1	7038	2022-03-11T23:02:50Z	997321007
1311	EMX1	11123	2022-03-11T23:05:33Z	1040941240
1312	Cortactin	21158	2022-03-11T22:55:00Z	1032200443
1313	EMX2	7677	2022-03-11T23:05:06Z	1057053717
1314	EN1 (gene)	9566	2022-03-11T23:05:06Z	1050164804
1315	EN2 (gene)	12163	2022-03-11T23:04:57Z	1040941478
1316	ENDOG	19014	2022-03-11T23:05:32Z	1053697609
1317	Endoglin	24591	2022-03-19T20:55:01Z	1072867683
1318	Alpha-enolase	17147	2022-03-11T22:59:58Z	1039524252
1319	Enolase 2	11071	2022-03-11T23:04:56Z	1041034718
1320	ENO3	9585	2022-03-11T23:05:33Z	1053697624
1321	ENSA (gene)	7937	2022-03-11T23:05:06Z	1040942589
1322	Equilibrative nucleoside transporter 1	10992	2022-03-15T12:38:42Z	1041059229
1323	EP300	37664	2022-03-11T22:48:22Z	1065332906
1324	EPAS1	21702	2022-03-11T23:04:21Z	1072388616
1325	EPB41	10762	2022-03-11T22:58:13Z	1040943720
1326	EPB41L1	8545	2022-03-11T23:04:59Z	994330665
1327	EPB41L2	8276	2022-03-11T23:05:01Z	1040943781
1328	Protein 4.2	9624	2022-03-11T22:58:14Z	1045350006
1329	EPB49	3836	2022-03-11T23:05:32Z	1040943834
1330	Stomatin	7571	2022-03-11T23:29:18Z	1045458129
1331	EPH receptor A1	5230	2022-03-11T23:04:59Z	1032299156
1332	EPH receptor A3	8639	2022-03-11T23:04:57Z	1069281023
1333	EPH receptor A4	6232	2022-03-11T23:04:56Z	1032320331
1334	EPH receptor A5	5740	2022-03-11T23:04:58Z	1032286142
1335	EPHA7	5678	2022-03-11T23:04:57Z	1040944229
1336	EPHA8	6597	2022-03-11T23:04:57Z	1032206452
1337	EPH receptor B1	9344	2022-03-11T23:04:56Z	1032251208
1338	EPH receptor B2	4943	2022-03-11T23:04:28Z	1011319821
1339	EPHB3	7772	2022-03-11T23:04:59Z	1040944281
1340	EPH receptor B4	5827	2022-03-11T23:04:54Z	1032036368
1341	EPHB6	5561	2022-03-11T23:04:57Z	1040944344
1342	EPHX1	25760	2022-03-11T23:06:24Z	1073998683
1343	Epoxide hydrolase 2	26435	2022-03-11T23:29:21Z	1041057438
1344	STX2	10507	2022-03-11T23:04:59Z	992912448
1345	CLN8	9268	2022-03-11T23:05:06Z	1040137441
1346	Erythropoietin	28607	2022-03-22T11:52:48Z	1078607665
1347	Erythropoietin receptor	28921	2022-03-11T22:52:59Z	1053697828
1348	EPRS	9640	2022-03-11T23:04:59Z	1040945003
1349	EPS8	12262	2022-03-11T23:04:57Z	1032192096
1350	EPS15	15764	2022-03-11T23:04:09Z	1032185258
1351	V-erbA-related gene	8034	2022-03-11T23:01:13Z	1045952190
1352	HER2/neu	37676	2022-03-21T04:20:56Z	1078353487
1353	ERBB3	22631	2022-03-11T23:04:08Z	1075919745
1354	ERBB4	12606	2022-03-11T23:04:08Z	1058536369
1355	ERCC1	45959	2022-03-11T23:04:10Z	1040946032
1356	ERCC2	14185	2022-03-11T22:58:06Z	1051306039
1357	Epiregulin	9066	2022-03-11T23:00:53Z	1071498948
1358	EYA4	7911	2022-03-11T23:05:06Z	1040950092
1359	XPB	16405	2022-03-11T22:50:54Z	1046170625
1360	ERCC4	28462	2022-03-11T23:04:57Z	1040946095
1361	ERCC5	11674	2022-03-11T23:04:56Z	1040946208
1362	ERCC6	26011	2022-03-11T23:04:56Z	1040946366
1363	ERF (gene)	5977	2022-03-11T23:05:01Z	1032030252
1364	ERG (gene)	19148	2022-03-11T23:04:56Z	1075839166
1365	ERH (gene)	5741	2022-03-13T19:44:09Z	1040946992
1366	ERN1	15547	2022-03-11T23:04:58Z	1040947212
1367	ERV3	11359	2022-03-11T23:04:57Z	1057403002
1368	Fibrillarin	13429	2022-03-13T19:39:44Z	1041217186
1369	ESD (gene)	5386	2022-03-11T23:05:05Z	1040947759
1370	Estrogen receptor alpha	60200	2022-03-18T10:17:05Z	1075860260
1371	Estrogen receptor beta	38831	2022-03-18T10:17:05Z	1076359250
1372	Estrogen-related receptor alpha	17116	2022-03-11T23:04:23Z	1041071120
1373	Estrogen-related receptor beta	6476	2022-03-11T23:04:22Z	1036010908
1374	Estrogen-related receptor gamma	10674	2022-03-11T23:04:22Z	1053697852
1375	Eukaryotic translation termination factor 1	10690	2022-03-11T22:58:26Z	1026464410
1376	ETFA	19436	2022-03-11T23:05:06Z	1048382493
1377	ETFB	20543	2022-03-11T23:05:06Z	1048382441
1378	ETFDH	9620	2022-03-15T21:51:26Z	1077352383
1379	ETS1	13538	2022-03-11T23:04:04Z	1040948390
1380	ETS2	11893	2022-03-11T23:04:11Z	1075839188
1381	ETV1	5899	2022-03-11T23:04:58Z	991909747
1382	Ets variant 2	748	2022-03-11T23:40:34Z	941266342
1383	Ets variant 3	3659	2022-03-11T23:40:31Z	1032213039
1384	ETV4	8263	2022-03-11T23:04:12Z	991811660
1385	Ets variant 5	5733	2022-03-13T20:20:14Z	1053946592
1386	ETV6	39087	2022-03-11T23:00:51Z	1040948960
1387	EVC (gene)	3046	2022-03-13T19:41:34Z	1021207076
1388	MECOM	37441	2022-03-11T23:04:57Z	1058708151
1389	EVI2B	3737	2022-03-15T20:52:54Z	1040949072
1390	Envoplakin	6987	2022-03-11T23:05:01Z	1041043810
1391	RNA-binding protein EWS	14420	2022-03-11T23:04:53Z	1047050374
1392	EXT1	7688	2022-03-11T23:04:56Z	1040949696
1393	EXT2 (gene)	16730	2022-03-11T23:04:56Z	1040949807
1394	EXTL1	4100	2022-03-11T23:05:32Z	1040949855
1395	EXTL2	3896	2022-03-11T23:07:38Z	1040949879
1396	EXTL3	4419	2022-03-11T23:05:20Z	1040949925
1397	EYA1	8401	2022-03-19T23:18:55Z	1040950055
1398	EYA2	6739	2022-03-11T23:05:05Z	992894016
1399	EZH1	5295	2022-03-11T23:05:20Z	1040950180
1400	EZH2	46456	2022-03-15T08:35:58Z	1077244947
1401	Thrombin	25867	2022-03-19T09:58:23Z	1077008619
1402	Coagulation factor II receptor	19724	2022-03-11T23:04:21Z	1040590634
1403	Protease-activated receptor 2	24544	2022-03-11T23:04:19Z	1073598691
1404	F2RL2	7147	2022-03-11T23:04:13Z	1047556273
1405	Tissue factor	15047	2022-03-19T20:55:01Z	1077351613
1406	Factor V	14030	2022-03-19T09:58:23Z	1070445177
1407	Factor VII	10640	2022-03-19T09:58:23Z	1070615769
1408	Factor VIII	17513	2022-03-19T09:58:23Z	1059231245
1409	Factor IX	15888	2022-03-19T09:58:23Z	1070565072
1410	Factor X	23378	2022-03-19T09:58:23Z	1074813843
1411	Factor XI	15071	2022-03-19T09:58:23Z	1041191650
1412	Factor XII	21623	2022-03-19T09:58:23Z	1073619120
1413	Coagulation factor XIII, A1 polypeptide	9453	2022-03-11T23:04:08Z	1040590786
1414	F13B	8492	2022-03-11T23:04:13Z	1041165055
1415	Fatty acid amide hydrolase	26532	2022-03-11T22:54:56Z	1049021257
1416	Adipocyte protein 2	2181	2022-03-11T22:49:51Z	993562384
1417	FABP1	18870	2022-03-11T23:04:57Z	1041165534
1418	FABP2	8764	2022-03-11T23:04:10Z	984357112
1419	Heart-type fatty acid binding protein	23975	2022-03-11T23:21:28Z	1041704198
1420	FABP5	10547	2022-03-11T23:04:57Z	1032270434
1421	FABP6	7325	2022-03-11T23:05:00Z	1041165619
1422	FABP7	12115	2022-03-11T23:05:00Z	1041165750
1423	FANCA	39038	2022-03-13T19:43:34Z	1041168828
1424	Fanconi anemia, complementation group C	20218	2022-03-13T19:43:33Z	1041199767
1425	FANCD2	23993	2022-03-11T23:04:56Z	1068716556
1426	FANCE	18790	2022-03-11T23:04:59Z	1047187748
1427	ACSL1	10573	2022-03-11T23:05:00Z	1053696314
1428	ACSL3	8229	2022-03-11T23:05:01Z	1039377168
1429	ACSL4	16433	2022-03-11T23:05:05Z	1039377323
1430	Fumarylacetoacetate hydrolase	21659	2022-03-11T23:00:18Z	1032076670
1431	PTK2B	16267	2022-03-11T23:04:11Z	1043967524
1432	BPTF	10236	2022-03-11T23:04:58Z	1039896697
1433	FANCB	6590	2022-03-11T23:05:06Z	993403802
1434	FANCF	20346	2022-03-11T23:04:59Z	1041168982
1435	FANCG	21869	2022-03-11T23:04:56Z	1041169126
1436	Fibroblast activation protein, alpha	16893	2022-03-11T23:04:57Z	1041217649
1437	FBLN1	13701	2022-03-11T23:04:10Z	1053697914
1438	FARSA (gene)	4218	2022-03-11T23:05:33Z	1041169863
1439	FAT1	18534	2022-03-11T23:05:06Z	1041170260
1440	FAU (gene)	6114	2022-03-11T23:05:05Z	1041170425
1441	FBLN2	10234	2022-03-11T23:04:57Z	1041170739
1442	Fibrillin 1	28778	2022-03-11T23:04:05Z	1051496154
1443	EFEMP1	10143	2022-03-11T23:04:58Z	1040932941
1444	FBP1	4438	2022-03-11T23:38:56Z	983114049
1445	FCAR	18143	2022-03-19T20:55:02Z	1067636733
1446	FCER1A	8302	2022-03-11T23:04:11Z	1041172447
1447	MS4A2	7485	2022-03-11T23:06:40Z	1043234710
1448	FCER1G	4431	2022-03-11T23:37:36Z	1068552875
1449	CD23	13471	2022-03-19T20:55:01Z	1065282357
1450	CD64 (biology)	4630	2022-03-19T20:55:01Z	1032281516
1451	FCGR1A	8794	2022-03-19T20:55:02Z	1073220057
1452	FCGR2A	8995	2022-03-19T20:55:01Z	1041172793
1453	FCGR2B	13611	2022-03-19T20:55:02Z	1045881706
1454	FCGR3A	9747	2022-03-19T20:55:02Z	1041172887
1455	FCGR3B	9403	2022-03-19T20:55:02Z	1041172990
1456	Neonatal Fc receptor	36441	2022-03-13T19:38:30Z	1073775496
1457	Fukutin	9797	2022-03-13T19:41:41Z	993091907
1458	FCN1	7010	2022-03-11T23:05:05Z	1041173089
1459	FCN2	6944	2022-03-11T23:04:59Z	1041173171
1460	Farnesyl-diphosphate farnesyltransferase 1	1188	2022-03-11T23:47:47Z	1041200495
1461	Dimethylallyltranstransferase	2125	2022-03-13T19:38:59Z	992649524
1462	Adrenal ferredoxin	8555	2022-03-11T23:04:59Z	1061495069
1463	Adrenodoxin reductase	16291	2022-03-11T23:04:59Z	1075837051
1464	Ferrochelatase	19075	2022-03-20T16:05:24Z	1078241869
1465	Flap structure-specific endonuclease 1	20249	2022-03-11T23:04:50Z	1041231210
1466	Glypican 4	4466	2022-03-11T23:05:17Z	997760947
1467	FER (gene)	7783	2022-03-11T23:04:56Z	997537647
1468	Feline sarcoma oncogene	4386	2022-03-11T23:04:53Z	996841025
1469	Fibrinogen alpha chain	9040	2022-03-19T09:58:23Z	1075479812
1470	Fibrinogen beta chain	7953	2022-03-11T23:04:24Z	1075479852
1471	FGD1	12580	2022-03-11T23:01:05Z	1032018529
1472	FGF1	19702	2022-03-11T22:49:53Z	1041174362
1473	Basic fibroblast growth factor	18646	2022-03-11T22:44:34Z	1039926599
1474	FGF3	6295	2022-03-11T22:49:53Z	1041355974
1475	FGF4	14389	2022-03-11T23:04:58Z	1041175512
1476	FGF5	18816	2022-03-11T23:04:58Z	1041175666
1477	FGF6	5022	2022-03-11T23:05:20Z	1041175716
1478	FGF7	10156	2022-03-11T23:04:53Z	1041175840
1479	FGF8	17481	2022-03-11T23:04:57Z	1033144732
1480	FGF9	14366	2022-03-11T23:04:57Z	1017816607
1481	FGF10	10729	2022-03-11T23:04:57Z	1047737222
1482	FGF12	5091	2022-03-11T23:05:20Z	1041174554
1483	FGF13	5653	2022-03-11T23:05:17Z	1041174623
1484	FGF14	8690	2022-03-11T23:05:06Z	1070930125
1485	Fibroblast growth factor receptor 1	44857	2022-03-19T20:55:01Z	1070389527
1486	Fibroblast growth factor receptor 3	16451	2022-03-19T20:55:01Z	1045855181
1487	Glypican 5	3846	2022-03-11T23:05:33Z	1041514208
1488	Fibroblast growth factor receptor 2	14918	2022-03-19T20:55:01Z	1075907195
1489	Fibroblast growth factor receptor 4	10126	2022-03-19T20:55:01Z	1052042031
1490	Fibrinogen gamma chain	3343	2022-03-19T09:58:23Z	1075479887
1491	FGL1	5768	2022-03-11T23:05:32Z	1041176034
1492	FGR (gene)	10144	2022-03-20T02:20:08Z	1078139548
1493	Fumarase	12723	2022-03-13T19:29:37Z	1059667228
1494	FHIT	5963	2022-03-15T10:44:22Z	1041176437
1495	FHL1	10913	2022-03-11T23:04:08Z	1058923120
1496	FHL2	40120	2022-03-11T23:04:11Z	1048405673
1497	FHL3	8653	2022-03-11T23:05:06Z	1003711649
1498	C-fos-induced growth factor	9717	2022-03-11T23:04:57Z	1040077995
1499	FKBP1A	15452	2022-03-11T23:04:09Z	1041177624
1500	FKBP1B	9864	2022-03-11T23:04:58Z	1041177692
1501	FKBP2	6567	2022-03-11T23:05:06Z	1041177759
1502	FKBP3	6551	2022-03-11T23:05:00Z	1041177835
1503	FKBP4	11539	2022-03-11T22:57:57Z	1041177939
1504	FKBP5	12974	2022-03-11T23:04:56Z	1062175936
1505	FOXG1	8091	2022-03-11T23:05:00Z	1041181947
1506	FOXF1	4003	2022-03-11T23:05:20Z	1032036253
1507	FOXF2	1550	2022-03-12T00:08:13Z	1027229004
1508	Forkhead box C1	14532	2022-03-11T23:04:56Z	1032158261
1509	Forkhead box d1	7834	2022-03-11T23:40:31Z	1041254421
1510	FOXD4	3649	2022-03-11T23:05:33Z	1041181699
1511	FOXI1	5648	2022-03-11T23:25:58Z	1041182088
1512	FOXE3	8015	2022-03-11T23:25:58Z	1065313514
1513	FOXJ1	16535	2022-03-11T23:27:51Z	1041182229
1514	FOXC2	13254	2022-03-11T22:54:15Z	1041181555
1515	FOXE1	8218	2022-03-11T23:05:05Z	1032231766
1516	FOXM1	12422	2022-03-11T23:04:57Z	1041182560
1517	FOXS1	737	2022-03-11T23:53:55Z	1027226911
